Num_Convexity_Defects,Contour_Hull_Ratio,Aspect_Ratio,Circularity,Type
4,0.7047132311186826,0.720987654142966,0.11219480654138592,open palm
4,0.6697875614524015,0.8443935924841204,0.1415984256953272,open palm
4,0.7984560701988226,0.5733634310218141,0.12426816435767814,open palm
4,0.7921036329647558,0.5878378377054418,0.13189501830096226,open palm
4,0.6769527395422652,0.8279816511862427,0.13725232778689897,open palm
4,0.6478085996473476,0.8927038624693768,0.14022148677729793,open palm
4,0.7116943217392381,0.7068965515500254,0.12916437897633276,open palm
4,0.6908389703748353,0.782396087828265,0.14001777345826966,open palm
4,0.7333175713529433,0.7116704803863454,0.13575648674435106,open palm
4,0.6295227204128743,0.9342403625999455,0.1363309911831728,open palm
4,0.6834932831289956,0.7966903071402623,0.1427230232348058,open palm
4,0.7118975720427947,0.7452830186921502,0.1452393301896529,open palm
4,0.6534330902547589,0.8952380950249432,0.143896765626278,open palm
4,0.6576047448716776,0.8824940045845338,0.1447799686681869,open palm
4,0.6728373655233145,0.8021276594038026,0.1246663548480163,open palm
4,0.6750603032391455,0.8223684208722876,0.1252410802252677,open palm
4,0.6779882863443435,0.8183908044095652,0.13697914822538987,open palm
4,0.6757482147433456,0.7799607071159212,0.12344176583549289,open palm
4,0.6781134651466038,0.7962184872276852,0.13258170153726653,open palm
4,0.6654814722517656,0.8438914025240064,0.13505481530482943,open palm
4,0.662300021143139,0.8668171555605378,0.12553022186731536,open palm
4,0.6678441011856868,0.8397291194492711,0.12912696491014145,open palm
4,0.6749883681036954,0.8113636361792355,0.1391202329622614,open palm
4,0.6733405517911596,0.7938144328260176,0.12726020171771804,open palm
4,0.6695273092461141,0.8291571752097592,0.13481238161989836,open palm
4,0.6715288597575172,0.8352144467640599,0.13673774374641604,open palm
4,0.6863992094231658,0.8124999998046875,0.13962958958844507,open palm
4,0.6790961971688915,0.776497695673618,0.11936124645400728,open palm
4,0.7414628754593937,0.6992840093796457,0.1444682181414579,open palm
4,0.7208695652173913,0.739856801732731,0.14497837131603775,open palm
4,0.6719400624599615,0.8113207545256319,0.13913271609539846,open palm
4,0.6373780896234258,0.8747044915189823,0.13761797573424264,open palm
4,0.7272616557898892,0.715789473533518,0.13041958327989756,open palm
4,0.6800435560565353,0.8320987652266423,0.14234508595202952,open palm
4,0.689706028385749,0.7847082493390929,0.13210183762293937,open palm
4,0.7038615269317243,0.7551020406451016,0.13285973660284528,open palm
4,0.6751419089243939,0.8329519448894847,0.13221515215097093,open palm
3,0.7943814539044558,0.564044943693473,0.13230994407654934,open palm
4,0.7740691141712328,0.5977528088544375,0.12961648978091175,open palm
4,0.671226700092884,0.8398169334462661,0.13646370292876517,open palm
4,0.6675715427077281,0.8318181816291322,0.13175503029248067,open palm
4,0.6677039455838021,0.8293269228775656,0.12804462375096315,open palm
4,0.6505709995591801,0.8808080806301397,0.13696368356679645,open palm
4,0.7243368760909586,0.7116564415722584,0.12726405792882106,open palm
4,0.6045461051275629,0.9620853078288897,0.13702417142642473,open palm
4,0.6701655370505681,0.810426540092316,0.14808816966454572,open palm
4,0.7369858046936802,0.7071428569744898,0.14444650680600013,open palm
4,0.7341559354810354,0.704057279068244,0.13255213677386876,open palm
4,0.6769704028910193,0.7505773670321992,0.10401539574468202,open palm
4,0.6955837454739243,0.7811059906034318,0.1406641605085372,open palm
4,0.6718215899088021,0.8374717831066655,0.13556424260465472,open palm
4,0.6648414547852536,0.7914979755482797,0.11217160584897952,open palm
4,0.6660525021242342,0.8348416287703978,0.13370277942371742,open palm
4,0.6633348417494077,0.8454545452623966,0.13091659832694094,open palm
4,0.6752457163615815,0.8321513000396805,0.14269046825538634,open palm
4,0.676120993912405,0.8183908044095652,0.1396220642292188,open palm
4,0.6729022232847239,0.7826086954975081,0.11947017998166169,open palm
4,0.6787478492534829,0.8379052366987767,0.14284987912022035,open palm
4,0.6680920076037877,0.8416289590856043,0.13673498830441322,open palm
4,0.6880956051786138,0.8131868130080908,0.14245492921301048,open palm
4,0.6958503216453746,0.7748344369150475,0.1336012864440745,open palm
4,0.6805354589957978,0.8157894735053093,0.1215603992106794,open palm
4,0.7709655140121274,0.6459330141995375,0.13732914348004002,open palm
4,0.7026758753278235,0.7727272725424097,0.13991464312445517,open palm
4,0.6638773732132086,0.8785714283622449,0.14630211969089182,open palm
4,0.6748105775503036,0.8151658765840839,0.14659087077766583,open palm
4,0.7440285263037921,0.663326653173682,0.1305696605610688,open palm
4,0.6654888561000233,0.8179669028799132,0.13333783809769412,open palm
4,0.6851188336777788,0.7794117645148501,0.13696198756202252,open palm
4,0.7161359486466582,0.7472766882903537,0.1293224316463101,open palm
3,0.6149072970810524,0.8786279681059028,0.16184180855571828,open palm
3,0.7951462248415434,0.566292134704204,0.12981385007986354,open palm
4,0.6920815101654714,0.7981651374316134,0.13891565983984797,open palm
4,0.7004572521324233,0.7775229356014856,0.14104117996949775,open palm
4,0.8005302898656338,0.565315315187992,0.12829154881722488,open palm
4,0.6642735709707087,0.8217821780144103,0.12127441385978767,open palm
4,0.7229275475691967,0.7405764965098499,0.1324916583473309,open palm
4,0.7580293018052673,0.6338028167738827,0.12006049493068754,open palm
4,0.6592796834289968,0.8171021375731349,0.13229809625618766,open palm
4,0.67344744602925,0.8151658765840839,0.14531009722880675,open palm
4,0.6615197986464995,0.8785714283622449,0.14297495693129667,open palm
4,0.7201078652649185,0.739856801732731,0.1414956848743283,open palm
4,0.7617583503827499,0.6587112170265605,0.14103067476506503,open palm
4,0.6906125306265313,0.7790178569689692,0.13708320459460707,open palm
4,0.6984884421353814,0.7727272725516529,0.1303405181338978,open palm
4,0.6761261698104059,0.8112798262882256,0.13168181385452324,open palm
4,0.6767496844042193,0.8386308066409215,0.14443919504152702,open palm
4,0.6682379548125319,0.8416289590856043,0.13358954930816666,open palm
4,0.676666998903618,0.8202764975068487,0.14331071507910775,open palm
4,0.6693576479291534,0.7915831661740313,0.11846182277562112,open palm
4,0.677538237436271,0.8116279067879935,0.14045104511251197,open palm
4,0.6769491771891132,0.8158508156606408,0.1381230227609644,open palm
4,0.6750449748697119,0.8109339405897644,0.13622270054159558,open palm
4,0.6837243672639941,0.8028169012199959,0.14344814584644158,open palm
4,0.7167965584807814,0.7443438912343113,0.13884251319548402,open palm
4,0.6766679045630145,0.8162790695776094,0.14049435683424585,open palm
4,0.6913136846368224,0.7893462467822405,0.13153276271963457,open palm
4,0.6771583606748335,0.8116279067879935,0.1406399964492422,open palm
4,0.7496269033539424,0.700239807985554,0.1480994701829134,open palm
4,0.6146068514337523,0.9808153474866149,0.14331987724860212,open palm
4,0.6583110710196718,0.8810068647869549,0.1431459356032344,open palm
4,0.6538249072426827,0.8645598192179322,0.140541174505376,open palm
4,0.655387498718831,0.8554502367641112,0.1405306682922465,open palm
4,0.7359046867464597,0.675294117488166,0.13873557755452867,open palm
4,0.683758961962024,0.7946859901462111,0.14280181617792304,open palm
4,0.6549169747752084,0.8662131517310174,0.1382383619633346,open palm
4,0.6554977758853426,0.8479262670857313,0.13344015245624927,open palm
4,0.6557477709505067,0.8382022470026511,0.13684632964800794,open palm
4,0.6578275064734869,0.8438914025240064,0.13516469822963695,open palm
4,0.6624716645443297,0.8443935924841204,0.13857498768483814,open palm
4,0.653618077496209,0.877272727073347,0.13027942637810538,open palm
4,0.6756770216029402,0.8214285712329932,0.1470947835841262,open palm
4,0.7334389078498293,0.6839622639896316,0.1433029120713956,open palm
4,0.6580489115829078,0.8486997633927423,0.14101101828455245,open palm
4,0.6511072403967294,0.8730512247498772,0.13912610978096404,open palm
4,0.652925490613672,0.8561643833661725,0.1362962938104392,open palm
4,0.6119991686896692,0.9904076736234034,0.14609411453364632,open palm
4,0.7163768370513496,0.7541766107985258,0.14270717723187043,open palm
4,0.6784851747315739,0.8162790695776094,0.1399827303664685,open palm
4,0.6912154172930923,0.7855421684854115,0.13777493590738327,open palm
4,0.7068355652069007,0.7516930020876539,0.14376319128785756,open palm
4,0.6753823764685473,0.8186046509724175,0.14225011677930588,open palm
4,0.6786958927514003,0.8158508156606408,0.13828111526460707,open palm
4,0.6800751993387297,0.7999999998117646,0.14293643791171337,open palm
4,0.6722626752966558,0.8135198133301819,0.13169126370112558,open palm
4,0.6774484642366788,0.8139534881828014,0.13529023508457438,open palm
4,0.6846488052136134,0.8177570091547296,0.14402427581190805,open palm
4,0.6785728189356484,0.8135198133301819,0.14104335196758377,open palm
4,0.7104496523360215,0.6995412842432245,0.1299221494328674,open palm
4,0.6833432351898163,0.8049886619489821,0.13723732707721945,open palm
4,0.6848241938422299,0.7929411762840138,0.14609062353906518,open palm
4,0.6774853078685872,0.8158508156606408,0.14101334897158815,open palm
4,0.6783850630455868,0.8181818179910998,0.1392928966533409,open palm
4,0.7124470372814955,0.7364705880620069,0.13728182342226272,open palm
4,0.6377701792129596,0.9256198345195,0.13785745433101007,open palm
4,0.6216552666349083,0.9712918657963416,0.14474314580439818,open palm
4,0.7523501012656791,0.6858513187803713,0.13912404555915145,open palm
4,0.6549942161645627,0.8399122805175631,0.12665819550635996,open palm
4,0.6564025566261162,0.8650442475962291,0.13857806478807216,open palm
4,0.6758805428474046,0.8416075648128587,0.14430950738491252,open palm
4,0.6358068695889993,0.9339622639306693,0.14434824758212117,open palm
4,0.7231066917495297,0.7011764704232526,0.13952571590870486,open palm
4,0.660364795340847,0.8538812783438626,0.13818844100579378,open palm
4,0.6645917004289538,0.8329621378991175,0.13178705139287195,open palm
4,0.6627858050885391,0.8470319632769333,0.13356591338598484,open palm
4,0.6577929495406573,0.8477272725346074,0.13926825131084486,open palm
4,0.7289196865445501,0.6830985913889439,0.13204979153522722,open palm
4,0.6388996600326441,0.9199999997835293,0.14440342641952097,open palm
4,0.6837257806713188,0.8183962262220763,0.14162595450804585,open palm
4,0.6553885630498534,0.8719646797192131,0.13517969591079815,open palm
4,0.653256492948877,0.8435517968618284,0.13105985653094263,open palm
4,0.7459493692168874,0.700239807985554,0.13881127363110968,open palm
4,0.6304119809195465,0.9497607653230237,0.14445951180648295,open palm
4,0.6406169473802144,0.9110169489595302,0.1387530205780291,open palm
4,0.7030696047495377,0.7677725116664046,0.14436391321431866,open palm
4,0.6774007604931096,0.8162790695776094,0.14004338504002542,open palm
4,0.6812211929450674,0.8018867922637058,0.141456686618292,open palm
4,0.6894407914636587,0.7959183671664584,0.14090478206415713,open palm
4,0.677927633014709,0.8139534881828014,0.13964731298255906,open palm
4,0.6775076312873058,0.8177570091547296,0.13957053338394967,open palm
4,0.6957099889187905,0.6912442394720635,0.11737821056512295,open palm
4,0.6909013271556463,0.8154205605571447,0.14600190633773275,open palm
4,0.6843736188428324,0.79906542037405,0.13856147969207389,open palm
4,0.677465834170196,0.8158508156606408,0.136446150258852,open palm
4,0.6772276076561977,0.8181818179910998,0.14062575863667387,open palm
4,0.6674765120011129,0.8231132073530393,0.1286049940648738,open palm
4,0.6907559343635494,0.7821100915637362,0.1494789067669179,open palm
4,0.7107850461703972,0.7424593965794758,0.139930020411022,open palm
4,0.6774987380111055,0.8116279067879935,0.139474056221485,open palm
4,0.7298800085708164,0.6798143849930824,0.1327260150958284,open palm
4,0.6128354591611088,0.9904076736234034,0.14287773832661493,open palm
4,0.7361072985407311,0.7392344495839152,0.14489519100847625,open palm
4,0.6571778566271907,0.866388308796161,0.12931614089249172,open palm
4,0.6439048639262884,0.8842975204784509,0.130586171830503,open palm
4,0.648882974433422,0.8709677417348,0.13169859366004846,open palm
4,0.6366992670113583,0.9292237440800859,0.1346447769532871,open palm
4,0.6431586935874539,0.9150943394068173,0.14225582934936257,open palm
4,0.7255268515683336,0.6988235292473356,0.14395207822997982,open palm
4,0.6597905506169343,0.8374164808825353,0.1372124923703601,open palm
4,0.6605721802038803,0.8458049884703389,0.1369580337329405,open palm
4,0.6610732983181681,0.8497757845628305,0.13917120004696984,open palm
4,0.6575512112519429,0.8370535712417291,0.13486561229874466,open palm
4,0.7327964581504522,0.6823529410159169,0.14362959663654523,open palm
4,0.6457896028132922,0.9058823527280276,0.143269475327236,open palm
4,0.6371644156787637,0.9185520359912778,0.13083881956164947,open palm
4,0.6489771029080853,0.9128440364878797,0.13353250773005917,open palm
4,0.646542442494436,0.8612244896201582,0.12901027063582385,open palm
4,0.648639429848674,0.8790496758360583,0.13592768949258524,open palm
4,0.7393286228796085,0.7142857141156462,0.14407111678117757,open palm
4,0.6289909229201975,0.9520383690762497,0.14181842387365676,open palm
4,0.7322874223320179,0.6805555553980195,0.13248553293034837,open palm
4,0.676815715658394,0.8135198133301819,0.14014183064950686,open palm
4,0.707526533257717,0.7576470586452595,0.14174902676118584,open palm
4,0.6783658904355331,0.8158508156606408,0.13924866217724616,open palm
4,0.6859499160253678,0.7857142855332455,0.1481875531611775,open palm
4,0.6716195054444809,0.8216867467899549,0.13233444175603726,open palm
4,0.6829407078638898,0.7790697672606814,0.136204638699414,open palm
4,0.6785407204099974,0.8135198133301819,0.13876335685940303,open palm
4,0.6785150472771989,0.8304239399425376,0.14333926096468444,open palm
4,0.6861192556321223,0.773242630210149,0.130516912691673,open palm
4,0.6775253296120245,0.8158508156606408,0.138135111987723,open palm
4,0.6783126773473228,0.8158508156606408,0.14125238476929636,open palm
4,0.6856429322901239,0.7412587410859537,0.12188790977053013,open palm
4,0.6773619142089855,0.8139534881828014,0.14179246345151633,open palm
4,0.7402944377865491,0.6737089200296458,0.1370898482963976,open palm
4,0.6784541317038466,0.8111888109997228,0.13576558655808185,open palm
4,0.7338509811679498,0.7266187048617221,0.1416412769157561,open palm
4,0.6761975235558186,0.8305489258160981,0.1437860717562925,open palm
4,0.6523359761186365,0.8910675379322293,0.13611500940118815,open palm
4,0.647339781075573,0.8527607360219303,0.11869634837844448,open palm
4,0.7285694966597247,0.6838407492543698,0.1333588459881912,open palm
4,0.6424225349552636,0.9174528299722988,0.14596099870575516,open palm
4,0.676992999417048,0.8196721309555802,0.14908821828582694,open palm
4,0.6576886788293491,0.8470319632769333,0.1393716723381575,open palm
4,0.6595612118594084,0.8377777775916049,0.13904819158132975,open palm
4,0.6584775909211453,0.8528735630223279,0.13862859435015504,open palm
4,0.6700125586377572,0.8359550559919202,0.1419829520708345,open palm
4,0.6596658770315221,0.8344370859085127,0.13024164135223695,open palm
4,0.6575121738433736,0.8428246011747552,0.13672452929171497,open palm
4,0.6722008739822973,0.8266978920780567,0.1493439619427505,open palm
4,0.63738625843889,0.9245283016687432,0.14149084047076282,open palm
4,0.6896409388790933,0.7793427228217505,0.13871673605607476,open palm
4,0.6483919721148086,0.855983772645845,0.12389250141561763,open palm
4,0.6505052012720209,0.8997772826503836,0.13328310243336247,open palm
4,0.6538320986013754,0.883054892390679,0.1427419255757763,open palm
4,0.721130953980427,0.7488038275720564,0.13945454447603223,open palm
4,0.6792372424738188,0.8065268063388049,0.14007784500302875,open palm
4,0.7335444210709887,0.6885245900026874,0.13038625478978466,open palm
4,0.6783104978585687,0.8139534881828014,0.14070706804388622,open palm
4,0.6784257212685368,0.8074245937801798,0.13680550450111034,open palm
4,0.6836077833335777,0.7811059906034318,0.1303901857213997,open palm
4,0.512205714052154,0.774712643500066,0.05190336599947946,open palm
4,0.6753124931829585,0.8296296294247828,0.13837884718607427,open palm
4,0.6773231320517166,0.8181818179910998,0.14244654978088592,open palm
4,0.6784680364078964,0.8181818179910998,0.14043871700670602,open palm
4,0.6775546418943816,0.8139534881828014,0.1421093157878723,open palm
4,0.6952642861782984,0.7542168672881405,0.13503749534185874,open palm
4,0.709546602197288,0.7431192658846056,0.1365945462125185,open palm
4,0.6778583336564185,0.8135198133301819,0.13859222970146884,open palm
4,0.6576972143414764,0.9225806449628858,0.14650355420733527,open palm
4,0.6337085081149428,0.9473684208259884,0.142301347527176,open palm
4,0.6462047053205752,0.8945147677437733,0.13310246600291506,open palm
4,0.6738237851415322,0.8574821850694816,0.14596121341758542,open palm
4,0.643263002629385,0.9078341011733101,0.13676392418895597,open palm
4,0.680325921232402,0.8156028366866187,0.1407733915196094,open palm
4,0.6507308189965016,0.860849056400743,0.1398159068932846,open palm
4,0.6696315635024235,0.8228438226520177,0.1429107955055618,open palm
4,0.6578990341043625,0.8370044051019814,0.1332908016461598,open palm
4,0.6616182131182421,0.836559139605041,0.13338302363561771,open palm
4,0.6561156165522978,0.8476821190181717,0.13294894726415538,open palm
4,0.6566678484602917,0.863534675422028,0.13592386579892954,open palm
4,0.6608646587283057,0.8512931032648074,0.13639996441463656,open palm
4,0.6610984508815084,0.8451327431758555,0.13309418276218365,open palm
4,0.6716775133164268,0.8266978920780567,0.14106514916891982,open palm
4,0.648352749712453,0.8632075469662246,0.14199696009350612,open palm
4,0.6505925263357912,0.8933649286982547,0.1445244408447363,open palm
4,0.6521300141971553,0.8955916471239926,0.14186264618107994,open palm
4,0.6580103252546927,0.8793503478238166,0.14395511544441264,open palm
4,0.6521747619828643,0.8941684663295532,0.13672266691444526,open palm
4,0.6529146954500102,0.8976190474053287,0.14163945738500955,open palm
4,0.6374821998999346,0.9199134197143044,0.1323859224198492,open palm
4,0.7063152588752071,0.7448747150922836,0.13486963878690952,open palm
4,0.6790351153930158,0.8158508156606408,0.13421129221986525,open palm
4,0.6772788917950209,0.8139534881828014,0.13951050666626708,open palm
4,0.7007087578086827,0.7673860909430729,0.14442354134755933,open palm
4,0.6782362384987365,0.8158508156606408,0.1409140888816351,open palm
4,0.6789954260641028,0.8274999997931249,0.14543700478706528,open palm
4,0.6771584868908777,0.8116279067879935,0.138588596808214,open palm
4,0.6996710262376635,0.7568181816461776,0.13514842531044458,open palm
4,0.700686128060359,0.7683215128207277,0.14057491688452314,open palm
4,0.677635919127634,0.8158508156606408,0.13822941369958844,open palm
4,0.7224742875790848,0.706293706129069,0.1375096875230436,open palm
4,0.6961295495283862,0.7947494031516111,0.1423418809182302,open palm
4,0.6850793586688745,0.8253588514771868,0.14319111160426232,open palm
4,0.6304536145997571,0.9320594477851253,0.12598809056348045,open palm
4,0.6402384953846414,0.9130434780519351,0.13362487821977378,open palm
4,0.7457045799608961,0.7021276594084804,0.14610197258983568,open palm
4,0.6724089699965923,0.8158508156606408,0.14630838848767172,open palm
4,0.6523978284181017,0.8537735847042986,0.14157303463015417,open palm
4,0.6678032723739156,0.8351648349812825,0.14141692960388372,open palm
4,0.6630292264095081,0.814893616847895,0.13083027238085526,open palm
4,0.6620131326257201,0.8102345414050672,0.13044720749964495,open palm
4,0.6746028061248178,0.8378378376491356,0.14526335506812263,open palm
4,0.6586209402019908,0.8537735847042986,0.15027457080911588,open palm
4,0.6708237261509615,0.8224299063498995,0.14689173739122902,open palm
4,0.7524352815585802,0.6935866981725447,0.1412149962548508,open palm
4,0.6369867582802442,0.9179954439822333,0.1329799316672761,open palm
4,0.6327521816646335,0.9206008581715448,0.12973157698305388,open palm
4,0.6678088403260832,0.8571428569387755,0.14031575645476335,open palm
4,0.7042433404576969,0.7780429592415171,0.1458170186775797,open palm
4,0.697499027596066,0.7686915886054458,0.13694115343484028,open palm
4,0.7004541501594357,0.7706855790140222,0.14311569205448893,open palm
4,0.677274708246574,0.8158508156606408,0.14084420587504956,open palm
4,0.6777603074772887,0.8116279067879935,0.13959783201995987,open palm
4,0.7027824882371205,0.7517084280747817,0.1366921763610349,open palm
4,0.6795329096635099,0.8320802002927117,0.14483923031967344,open palm
4,0.7087619205249656,0.7850467287885404,0.15224421036342237,open palm
4,0.6771488469601677,0.8116279067879935,0.13801792921275133,open palm
4,0.677007759456838,0.8158508156606408,0.13911757827385307,open palm
4,0.70182384903753,0.752380952201814,0.14239278065308889,open palm
4,0.6886719318934614,0.7805429862487459,0.12977114347573512,open palm
4,0.684712534347918,0.8068459655728982,0.12196572660198013,open palm
4,0.640602996930854,0.9095127608098578,0.14378774790773813,open palm
4,0.6275874666475304,0.9632653059258641,0.13234218729797928,open palm
4,0.6940853736700423,0.7999999998095237,0.1416203007419579,open palm
4,0.656830281187684,0.8761682240943531,0.1387775432682242,open palm
4,0.7237433308993225,0.739336492715797,0.1467196924806123,open palm
4,0.659195195076534,0.8436018955346914,0.14284792314886177,open palm
4,0.6467197547729318,0.8679245280971876,0.1387267982871963,open palm
4,0.6573454965299365,0.8568232660275563,0.13665784375825643,open palm
4,0.6525068957163682,0.8590604024923801,0.1353726681127242,open palm
4,0.6530813128170085,0.8471615718674319,0.1312353897205601,open palm
4,0.6532437029237872,0.8483516481651974,0.13582729818511521,open palm
4,0.6463222375231492,0.8749999997936321,0.14161824838729198,open palm
4,0.6612851773947545,0.8432304036001828,0.1396045323482855,open palm
4,0.7477540730748605,0.6990521325357696,0.1426320190429073,open palm
4,0.6604768541187992,0.8699763591323932,0.14110524809203845,open palm
4,0.7014542299439402,0.789473684021657,0.14234251376895984,open palm
4,0.6324458655710001,0.9507186856364027,0.1357272785459144,open palm
4,0.6307843405965922,0.9522673028753538,0.139182472309575,open palm
4,0.6850704345009584,0.8157248155243919,0.1264675378644383,open palm
4,0.699489058407637,0.769230769056735,0.13967858390722596,open palm
4,0.6779761327253323,0.8116279067879935,0.1406667892081111,open palm
4,0.702445432715604,0.7451923075131749,0.13553550019453858,open palm
4,0.7117841199882606,0.8091787437658988,0.14956764393944832,open palm
4,0.6783154949011072,0.8135198133301819,0.14083222994575506,open palm
4,0.7074820769963946,0.7683215128207277,0.14820830492679835,open palm
4,0.6786446740472187,0.8158508156606408,0.1365180799410831,open palm
4,0.6776599254716249,0.8111888109997228,0.13743082829417405,open palm
4,0.6963095896316149,0.7648401824737807,0.1395316851639794,open palm
4,0.6780392804413707,0.8158508156606408,0.14062337962223628,open palm
4,0.6829341515415185,0.7772621807941387,0.14050840380826202,open palm
4,0.6289080984530895,0.9567901232599196,0.1346116596786367,open palm
4,0.6430177512333595,0.9146067413675041,0.14337383639824774,open palm
4,0.6551832217621794,0.8704103669826327,0.1337950637517832,open palm
4,0.7534417536580766,0.7007125889071941,0.14995990675627563,open palm
4,0.666356978645747,0.8584905658352616,0.14238632575958027,open palm
4,0.6709404865655327,0.8226950352665023,0.14218604756215086,open palm
4,0.6679069814407174,0.8247663549474844,0.14281835436049156,open palm
4,0.7132342730176364,0.7176470586546713,0.13737219815363763,open palm
4,0.6564076923076924,0.8265524623497746,0.12999259323351564,open palm
4,0.6583068109484405,0.8719101121636157,0.13433921533435425,open palm
4,0.6452871431121794,0.8855835238248092,0.14270475577446914,open palm
4,0.6421951809170763,0.9024943308611123,0.14045830493115333,open palm
4,0.6602760736196319,0.8568281936438704,0.13856546759068167,open palm
4,0.6549497904330526,0.8344086019710949,0.13538246534278076,open palm
4,0.6920945253005739,0.7561576352817345,0.1400974295081189,open palm
4,0.6582064381727097,0.8387850465329941,0.13961985721672424,open palm
4,0.6455719040361597,0.8749999997936321,0.14242369417174533,open palm
4,0.6647475411697361,0.8611764703856055,0.14144675630155,open palm
4,0.7544277472158862,0.6959619950840945,0.14429766448513792,open palm
4,0.6543102597017874,0.8758169932732425,0.13271940268170582,open palm
4,0.6420079833391183,0.9078947366430055,0.14297890655728548,open palm
4,0.6270340307152928,0.9437499998033854,0.13309337898034546,open palm
4,0.6777979302251147,0.8158508156606408,0.1411424354391589,open palm
4,0.6836209023978941,0.7914691941252442,0.14649253680006297,open palm
4,0.6777179637782815,0.8135198133301819,0.13771912944286197,open palm
4,0.6999943976544847,0.7630979497122783,0.13820066066441286,open palm
4,0.7042080824932914,0.7892271660915159,0.15027978671177836,open palm
4,0.6781815005677352,0.8158508156606408,0.13985451479187894,open palm
4,0.6755423558798654,0.7916666665017361,0.11958875202391533,open palm
4,0.6658634604095941,0.7919320592798446,0.12430242396848033,open palm
4,0.6721553394574422,0.8374717831066655,0.13452175467277586,open palm
4,0.6439230085676442,0.8948545859295627,0.14116528619540136,open palm
4,0.6636932293731553,0.8292134829597273,0.1276769243757908,open palm
4,0.7431494418477381,0.6889952151461733,0.1411237105200815,open palm
4,0.658107077961616,0.887290167652928,0.1397172468887714,open palm
4,0.7342227790843983,0.7247058821824222,0.1432743199643025,open palm
4,0.5983354250611005,0.9786729855500774,0.14156750184539438,open palm
4,0.7121427918800823,0.7559241704369848,0.14240910847370658,open palm
4,0.6746103468665975,0.8267326730626899,0.1355345366597145,open palm
4,0.7956434786076909,0.6045977010104373,0.1376787686185131,open palm
4,0.586607316409439,1.0612244895552778,0.13638220010954757,open palm
